survey,item,variable,values,question_text,response_categories,item_category,female_var,female_vals
pew2022,problem_china_meddling4,china_politics,c(4:1),"China’s involvement in politics in (survey country): Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,,
pew2022,problem_china_hr4,china_rights,c(4:1),"China’s policies on human rights: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,war,,
pewrel2009_afr,problem_crime4,q8a,c(4:1),"Crime: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,,
pewrel2009_afr,problem_religion4,q8b,c(4:1),"Conflict between religious groups: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,,
pewrel2009_afr,problem_corrupt_govt4,q8c,c(4:1),"Corrupt political leaders: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,,
pewrel2009_afr,problem_ethnic4,q8d,c(4:1),"Conflict between ethnic groups: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,,
pewrel2009_afr,problem_unemployment4,q8e,c(4:1),"Unemployment: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,,
pewrel2014_latam,problem_crime4,q9a,c(4:1),"Crime: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,crime,,
pewrel2014_latam,problem_religion4,q9b,c(4:1),"Conflict between religious groups: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,,
pewrel2014_latam,problem_corrupt_govt4,q9c,c(4:1),"Corrupt political leaders: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,,
pewrel2014_latam,problem_unemployment4,q9e,c(4:1),"Unemployment: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,,
pewrel2014_latam,problem_inequality4,q9f,c(4:1),"The gap between rich and poor: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,,
pewrel2015_ee,problem_inequality4,q3a,c(4:1),"The gap between rich and poor: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,,
pewrel2015_ee,problem_morals4,q3b,c(4:1),"Declining moral values in society: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,,
pewrel2015_ee,problem_unemployment4,q3c,c(4:1),"Unemployment: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,finances,,
pewrel2015_ee,problem_religion4,q3d,c(4:1),"Conflict between religious groups: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,,
pewrel2015_ee,problem_ethnic4,q3e,c(4:1),"Conflict between ethnic groups: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,,
pewrel2015_ee,problem_pollution4,q3f,c(4:1),"Pollution of the natural environment: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,environment,,
pewrel2015_ee,problem_corruption4,q3g,c(4:1),"Corruption: Here is a list of things that may be problems in our country. As I read each one, please tell me if you think it is a very big problem, a moderately big problem, a small problem or not a problem at all.",1 very big problem 2 moderately big problem 3 small problem 4 not a problem at all,politics,,
prisms2014,worry_online_ads5,sc_r6_qb20_loop_v1_qb20_gr_r4_q,c(5:1),I am worried that companies are regularly watching what I do,1 strongly agree 2 tend to agree 3 neither agree nor disagree 4 tend to disagree 5 strongly disagree,finances,,
prisms2014,worry_online_ads5,sc_r6_qb20_loop_v2_qb20_gr_r4_q,c(5:1),I am worried that companies are regularly watching what I do,1 strongly agree 2 tend to agree 3 neither agree nor disagree 4 tend to disagree 5 strongly disagree,finances,,
prisms2014,worry_healthcare_access6,qc3alt_gr_r1_q,c(6:1),"Poor people not being able to access healthcare services: How often, if at all, have you worried about each of the following in your country in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,health,,
prisms2014,worry_youth_unemployment6,qc3alt_gr_r2_q,c(6:1),"Youth unemployment: How often, if at all, have you worried about each of the following in your country in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,finances,,
prisms2014,worry_corporate_tax_cheat6,qc3alt_gr_r3_q,c(6:1),"Corporate tax evasion: How often, if at all, have you worried about each of the following in your country in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,crime,,
prisms2014,worry_gender_discrimination6,qc3alt_gr_r4_q,c(6:1),"Women not being treated equally to men: How often, if at all, have you worried about each of the following in your country in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,politics,,
prisms2014,worry_terrorist_attack6,qc3alt_gr_r5_q,c(6:1),"Terrorist attacks anywhere in your country: How often, if at all, have you worried about each of the following in your country in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,terrorism,,
prisms2014,worry_youth_drugs6,qc3alt_gr_r6_q,c(6:1),"Young people using alcohol and drugs excessively: How often, if at all, have you worried about each of the following in your country in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,crime,,
prisms2014,worry_extreme_weather6,qc3alt_gr_r7_q,c(6:1),"Extreme weather conditions: How often, if at all, have you worried about each of the following in your country in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,environment,,
prisms2014,worry_virus_internet6,qc3alt_gr_r8_q,c(6:1),"Viruses damaging the national internet infrastructure: How often, if at all, have you worried about each of the following in your country in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,crime,,
prisms2014,worry_illness6,qc4alt_gr_r1_q,c(6:1),"Getting a serious sickness: And how often, if at all, have you worried about each of the following in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,health,,
prisms2014,worry_job6,qc4alt_gr_r2_q,c(6:1),"Losing your job: And how often, if at all, have you worried about each of the following in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,finances,,
prisms2014,worry_victim_crime6,qc4alt_gr_r3_q,c(6:1),"Being a victim of a theft in your neighbourhood: And how often, if at all, have you worried about each of the following in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,crime,,
prisms2014,worry_victim_discrimination6,qc4alt_gr_r4_q,c(6:1),"Being discriminated against: And how often, if at all, have you worried about each of the following in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,politics,,
prisms2014,worry_victim_terrorism6,qc4alt_gr_r5_q,c(6:1),"Being a victim of a bomb attack (in your country/in your city): And how often, if at all, have you worried about each of the following in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,terrorism,,
prisms2014,worry_immigrant_neighbors6,qc4alt_gr_r6_q,c(6:1),"Immigrant families moving to your neighbourhood: And how often, if at all, have you worried about each of the following in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,immigration,,
prisms2014,worry_natural_disaster6,qc4alt_gr_r7_q,c(6:1),"Being a victim of a natural disaster: And how often, if at all, have you worried about each of the following in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,environment,,
prisms2014,worry_victim_hacking6,qc4alt_gr_r8_q,c(6:1),"Someone hacking into your computer: And how often, if at all, have you worried about each of the following in the last year?",1 Most days 2 At least once a week 3 At least once a month 4 At least once in the last year 5 Not in the last year 6 Never,crime,,
rtm2018,worries_shortterm2,q1_h,c(1:0),"None of these risks. In the near future (the next year or two), which of the following do you perceive as the greatest risks to yourself or your immediate family?",0 not mentioned 1 mentioned,finances,,
rtm2018,worries_medterm2,q2_h,c(1:0),"None of these risks. What about your medium-term worries? In the next five years, which of the following do you perceive as the greatest risks to yourself or your immediate family?
",0 not mentioned 1 mentioned,finances,,
rtm2018,worries_longterm2,q3_f,c(1:0),"None of these risks. Looking beyond the next ten years, what are your long-term worries? Which of the following do you perceive as the greatest risk to yourself or your immediate family beyond the next decade?




",0 not mentioned 1 mentioned,finances,,
rtm2020,concern_wellbeing4,q1,c(1:4),"In general, thinking about the next year or two, how concerned are you about your household’s finances and overall social and economic well-being?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2020,worry_shortterm_ill4,q2a,c(1:4),"Becoming ill or disabled: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,health,,
rtm2020,worry_shortterm_unemp4,q2b,c(1:4),"Losing a job or self-employment income: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2020,worry_shortterm_housing4,q2c,c(1:4),"Not being able to find/maintain adequate housing: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2020,worry_shortterm_finances4,q2d,c(1:4),"Not being able to pay all expenses and make ends meet: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2020,worry_shortterm_edu4,q2e,c(1:4),"Not being able to access good-quality child care or education for your children (or young members of your family): What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2020,worry_shortterm_eldercare4,q2f,c(1:4),"Not being able to access good-quality long-term care for elderly family members: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2020,worry_shortterm_disablitycare4,q2g,c(1:4),"Not being able to access good-quality long-term care for young or working-age family members with an illness or disability: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2020,worry_shortterm_crime4,q2h,c(1:4),"Being the victim of crime or violence: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,crime,,
rtm2020,worry_longterm_finances4,q3a,c(1:4),"Not being as well-off and financially secure as your parents and/or that you had hoped to be: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2020,worry_longterm_children4,q3b,c(1:4),"Your children (or young members of your family) not being as well-off and financially secure as you are: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2020,worry_longterm_health4,q3c,c(1:4),"Not being in good health: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,health,,
rtm2020,worry_longterm_skills4,q3d,c(1:4),"Not having the right skills and knowledge to work in a secure and well-paid job: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2020,worry_longterm_retirement4,q3e,c(1:4),"Not being financially secure in old age: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2020,worry_longterm_housing4,q3f,c(1:4),"Not being able to find/maintain adequate housing: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2020,worry_longterm_selfcare4,q3g,c(1:4),"Not being able to access good-quality long-term care for yourself: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,health,,
rtm2020,worry_longterm_eldercare,q3h,c(1:4),"Not being able to access good-quality long-term care for elderly family members: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2020,worry_longterm_disabilitycare4,q3i,c(1:4),"Not being able to access good-quality long-term care for young or working-age family members with an illness or disability: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2022,concern_wellbeing4,q1,c(1:4),"In general, thinking about the next year or two, how concerned are you about your household’s finances and overall social and economic well-being?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2022,worry_shortterm_ill4,q2a,c(1:4),"Becoming ill or disabled: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,health,,
rtm2022,worry_shortterm_unemp4,q2b,c(1:4),"Losing a job or self-employment income: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2022,worry_shortterm_housing4,q2c,c(1:4),"Not being able to find/maintain adequate housing: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2022,worry_shortterm_finances4,q2d,c(1:4),"Not being able to pay all expenses and make ends meet: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2022,worry_shortterm_edu4,q2e,c(1:4),"Not being able to access good-quality child care or education for your children (or young members of your family): What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2022,worry_shortterm_eldercare4,q2f,c(1:4),"Not being able to access good-quality long-term care for elderly family members: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2022,worry_shortterm_disablitycare4,q2g,c(1:4),"Not being able to access good-quality long-term care for young or working-age family members with an illness or disability: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2022,worry_shortterm_crime4,q2h,c(1:4),"Being the victim of crime or violence: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,crime,,
rtm2022,worry_shortterm_care4,q2i,c(1:4),"Having to give up my job to care for children, elderly relatives, or relatives with illness or disability: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2022,worry_shortterm_healthcare4,q2j,c(1:4),"Accessing good-quality healthcare: What are your specific short-term worries? Thinking about the near future (the next year or two), how concerned are you about each of the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,health,,
rtm2022,worry_longterm_finances4,q3a,c(1:4),"Not being as well-off and financially secure as your parents and/or that you had hoped to be: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2022,worry_longterm_children4,q3b,c(1:4),"Your children (or young members of your family) not being as well-off and financially secure as you are: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2022,worry_longterm_health4,q3c,c(1:4),"Becoming ill or disabled: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,health,,
rtm2022,worry_longterm_skills4,q3d,c(1:4),"Not having the right skills and knowledge to work in a secure and well-paid job: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2022,worry_longterm_retirement4,q3e,c(1:4),"Not being financially secure in old age: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2022,worry_longterm_housing4,q3f,c(1:4),"Not being able to find/maintain adequate housing: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,finances,,
rtm2022,worry_longterm_selfcare4,q3g,c(1:4),"Not being able to access good-quality long-term care for yourself: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,health,,
rtm2022,worry_longterm_eldercare,q3h,c(1:4),"Not being able to access good-quality long-term care for elderly family members: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2022,worry_longterm_disabilitycare4,q3i,c(1:4),"Not being able to access good-quality long-term care for young or working-age family members with an illness or disability: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,family,,
rtm2022,worry_longterm_health4,q3j,c(1:4),"Accessing good-quality healthcare: Looking beyond the next ten years, what are your long-term worries? How concerned are you about the following?",1 not at all concerned 2 no so concerned 3 somewhat concerned 4 very concerned,health,,
tt_im2009,worry_legal_immigration2,q5_1,c(2:1),Legal immigration,1 Worried 2 Not worried,immigration,da,c(1:2)
tt_im2009,worry_illegal_immigration2,q5_2,c(2:1),Illegal immigration,1 Worried 2 Not worried,immigration,da,c(1:2)
tt_im2010,worry_legal_immigration2,q6_1,c(2:1),Legal immigration,1 Worried 2 Not worried,immigration,d1,c(1:2)
tt_im2010,worry_illegal_immigration2,q6_2,c(2:1),Illegal immigration,1 Worried 2 Not worried,immigration,d1,c(1:2)
tt_im2011,worry_legal_immigration2,q4_1,c(2:1),Legal immigration,1 Worried 2 Not worried,immigration,d1,c(1:2)
tt_im2011,worry_illegal_immigration2,q4_2,c(2:1),Illegal immigration,1 Worried 2 Not worried,immigration,d1,c(1:2)
tt2002,threat_russia3,var017_a,c(3:1),"Political turmoil in Russia: I am going to read you a list of possible threats to the vital interest of [own country] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,war,,
tt2002,threat_china3,var017_b,c(3:1),"Rise of China: I am going to read you a list of possible threats to the vital interest of [own country] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,war,,
tt2002,threat_us3,var017_c,c(3:1),"U.S. competition: I am going to read you a list of possible threats to the vital interest of [Europe/US] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,finances,,
tt2002,threat_islam3,var017_d,c(3:1),"Islamic fundamentalism: I am going to read you a list of possible threats to the vital interest of [own country] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,terrorism,,
tt2002,threat_terrorism3,var017_e,c(3:1),"International terrorism: I am going to read you a list of possible threats to the vital interest of [own country] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,terrorism,,
tt2002,threat_immigration3,var017_f,c(3:1),"Immigration: I am going to read you a list of possible threats to the vital interest of [own country] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,immigration,,
tt2002,threat_globalization3,var017_h,c(3:1),"Globalization: I am going to read you a list of possible threats to the vital interest of [own country] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,finances,,
tt2002,threat_arab_israel3,var017_i,c(3:1),"Arab-Israeli conflict: I am going to read you a list of possible threats to the vital interest of [own country] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,war,,
tt2002,threat_iraq3,var017_j,c(3:1),"Iraq WMD: I am going to read you a list of possible threats to the vital interest of [own country] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,war,,
tt2002,threat_india_pak3,var017_k,c(3:1),"India-Pakistan tensions: I am going to read you a list of possible threats to the vital interest of [own country] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,war,,
tt2002,threat_russia3a,var018_a,c(3:1),"Political turmoil in Russia: I am going to read you a list of possible threats to the vital interest of [Europe/US] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,war,,
tt2002,threat_china3a,var018_b,c(3:1),"Rise of China: I am going to read you a list of possible threats to the vital interest of [Europe/US] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,war,,
tt2002,threat_us3a,var018_c,c(3:1),"U.S. competition: I am going to read you a list of possible threats to the vital interest of [Europe/US] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,finances,,
tt2002,threat_islam3a,var018_d,c(3:1),"Islamic fundamentalism: I am going to read you a list of possible threats to the vital interest of [Europe/US] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,terrorism,,
tt2002,threat_terrorism3a,var018_e,c(3:1),"International terrorism: I am going to read you a list of possible threats to the vital interest of [Europe/US] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,terrorism,,
tt2002,threat_immigration3a,var018_f,c(3:1),"Immigration: I am going to read you a list of possible threats to the vital interest of [Europe/US] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,immigration,,
tt2002,threat_globalization3a,var018_h,c(3:1),"Globalization: I am going to read you a list of possible threats to the vital interest of [Europe/US] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,finances,,
tt2002,threat_arab_israel3a,var018_i,c(3:1),"Arab-Israeli conflict: I am going to read you a list of possible threats to the vital interest of [Europe/US] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,war,,
tt2002,threat_iraq3a,var018_j,c(3:1),"Iraq WMD: I am going to read you a list of possible threats to the vital interest of [Europe/US] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,war,,
tt2002,threat_india_pak3a,var018_k,c(3:1),"India-Pakistan tensions: I am going to read you a list of possible threats to the vital interest of [Europe/US] in the next 10 years. For each one, please tell if you see this as an extremely important threat, an important threat, or not an important threat at all",1 extremely important threat 2 important threat 3 not important threat,war,,
tt2005,threat_islam3a,var029,c(3:1),"Islamic fundamentalism: I am going to read you a list of possible international threats to Europe/US in the next 10 years. Please tell me if you think each one on the list is an extremely important threat, an important threat,  or not an important threat at all.",1 extremely important threat 2 important threat 3 not important threat,terrorism,,
tt2005,threat_immigration3a,var030,c(3:1),"Mass immigration: I am going to read you a list of possible international threats to Europe/US in the next 10 years. Please tell me if you think each one on the list is an extremely important threat, an important threat,  or not an important threat at all.",1 extremely important threat 2 important threat 3 not important threat,immigration,,
tt2005,threat_terrorism3a,var031,c(3:1),"International terrorism: I am going to read you a list of possible international threats to Europe/US in the next 10 years. Please tell me if you think each one on the list is an extremely important threat, an important threat,  or not an important threat at all.",1 extremely important threat 2 important threat 3 not important threat,terrorism,,
tt2005,threat_disease3a,var033,c(3:1),"Global spread of disease: I am going to read you a list of possible international threats to Europe/US in the next 10 years. Please tell me if you think each one on the list is an extremely important threat, an important threat,  or not an important threat at all.",1 extremely important threat 2 important threat 3 not important threat,health,,
tt2005,threat_econ3a,var034,c(3:1),"Major economic downturn: I am going to read you a list of possible international threats to Europe/US in the next 10 years. Please tell me if you think each one on the list is an extremely important threat, an important threat,  or not an important threat at all.",1 extremely important threat 2 important threat 3 not important threat,finances,,
tt2005,threat_nukes3a,var035,c(3:1),"Global spread of nuclear weapons: I am going to read you a list of possible international threats to Europe/US in the next 10 years. Please tell me if you think each one on the list is an extremely important threat, an important threat,  or not an important threat at all.",1 extremely important threat 2 important threat 3 not important threat,war,,
tt2005,threat_islam4,var036,c(4:1),"Islamic fundamentalism: And in the next 10 years, please tell me how likely you are to be personally affected by each of the following threats: The effects of global warming",1 very likely  2 somewhat likely 3 not too likely 4 not likely at all,terrorism,,
tt2005,threat_immigration4,var037,c(4:1),"Mass immigration: And in the next 10 years, please tell me how likely you are to be personally affected by each of the following threats: The effects of global warming",1 very likely  2 somewhat likely 3 not too likely 4 not likely at all,immigration,,
tt2005,threat_terrorism4,var038,c(4:1),"International terrorism: And in the next 10 years, please tell me how likely you are to be personally affected by each of the following threats: The effects of global warming",1 very likely  2 somewhat likely 3 not too likely 4 not likely at all,terrorism,,
tt2005,threat_disease4,var040,c(4:1),"Global spread of disease: And in the next 10 years, please tell me how likely you are to be personally affected by each of the following threats: The effects of global warming",1 very likely  2 somewhat likely 3 not too likely 4 not likely at all,health,,
